index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc
0,0.24484602887488782,5.969761109919059,3.3427517223304495,5.481110331117999,1.789941915156244,0,0,0,0,0,0,7.924509049071556,8.201819231547228,2.357686155200684,0.13087081181664342,0.7670145543912132,0.5496452458278432,0.6833323806642895,3.894624576919589,3.99999999999999,3.558906971838849,0.8108544844821455,0.2367438345016164,0.1870030641590964
1,2.4568441314704876,3.9304489503169115,3.8227459525295107,3.2270152313032283,3.7660994080555175,0,0,0,0,0,0,3.7154685138486494,3.078343701132395,2.6579124576748425,0.17922871989926592,0.787091434323715,0.1574912824639012,0.33042253644104597,1.1863336467468537,1.2080226828836749,2.60008727458291,0.7403265938614731,0.10944101705428824,0.12147074205781286
2,6.70855640990867,7.693766781260724,7.945264244477626,2.4578045655435865,5.170133237067438,0,0,0,0,0,0,16.42983620962411,17.278024762214866,2.2941285831882787,0.054414273021686575,0.9793259724539232,0.4753198788451475,0.2564700075137462,-1.6388532129233315,-1.4067763274933829,10.189088416879347,0.5434417225104482,0.08346790784776073,0.15812175052813054
3,6.381068845642372,7.512123293048928,5.347917818561976,7.154915595607907,7.587687526495209,0,0,0,0,0,0,13.26875987997148,13.729719603704158,2.6828190343181433,0.25926692323448647,0.8515353129023151,0.6537754494163222,0.3909908437080239,0.8157994823705641,0.9490700017203371,11.703902924669544,0.016107869944433917,0.12242922588965341,0.24812982807964845
4,3.3078591568275977,4.124285204028293,6.663344300804173,3.097873084841872,3.7264496562334517,0,0,0,0,0,0,27.62185723338255,27.52759203976062,2.5424915689751497,0.24760750642446322,0.8456468208495007,0.5142064071153197,0.010574463594563608,1.5739729188362173,1.684972572577274,4.342674794363364,0.05326775429877467,0.2581013031850318,0.16279395467932267
5,4.519697365658468,6.22381587624688,7.009947565224424,6.989229214265057,4.194973909709272,0,0,0,0,0,0,26.097984126897714,26.595627732979835,2.459130436466152,0.23153057142670444,0.9434715316444044,0.46092333483126613,0.19338996623098606,1.6639662192104705,1.6980504672662462,3.1134094559548737,0.11485721414212569,0.09368040513389492,0.2054143371485484
6,5.105282385356827,8.42867534175075,8.467759441970585,6.7239948873755395,7.336396064024629,0,0,0,0,0,0,21.034205333507987,21.640540229263404,2.7128947400972976,0.2928248351920379,0.8591274138823033,0.7294103178865708,0.4318628164221351,-3.0389299103697995,-2.968010404841188,0.4297326986570824,0.47363094054749716,0.07627738667310921,0.1517816662911489
7,5.937960517338252,7.803755287933101,6.137756205938036,4.343593613395405,6.7039426801893,0,0,0,0,0,0,5.461956458615811,5.622516184943303,2.2268115995718007,0.06263215933600742,0.8164537569784822,0.6268572027983552,0.28798845608277773,-2.449812438384836,-2.3129788723413927,11.850294658726641,0.6982111895229032,0.15115089730844228,0.1084434648950452
8,3.7000310223149278,4.802247162921242,6.880387393710127,1.9682646171495946,1.8830386031310982,0,0,0,0,0,0,29.89752136642081,29.99999999999999,2.5457464395636387,0.29189539713095924,0.8600011689299835,0.8683363075267776,0.6153763884467118,-1.209234433224029,-0.9682538911125904,4.901929272501863,0.3632295168833484,0.15955078558367397,0.17206619021823
9,2.1879511457099796,6.3627865680947275,6.771651056826709,1.7765225267680442,7.440523562319445,0,0,0,0,0,0,15.054781648675306,14.491353073339427,2.7007197795255347,0.09776969152310504,0.7903900430595475,0.5552033985983966,0.1673282419669975,0.9973627926134983,1.2463909281565682,8.24863643931583,0.5249119557984058,0.18223199040938376,0.057883168183118776
