index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc
0,5.99044498510178,5.279139557053748,5.558612453185822,4.556432305652393,2.0253886977146447,0,0,0,0,0,0,27.710438625895396,28.02026917842001,2.5612518252047605,0.04137177604739338,0.8732451375523846,0.8945044868102516,0.5053081095789851,0.4395195803479437,0.6562104989518984,2.2537514972427943,0.06924257073731828,0.276203686803925
1,2.424174489815636,7.6861844803008355,6.553998971308039,1.8960068352183974,5.643374436707676,0,0,0,0,0,0,19.280488001524645,19.20962357414316,2.349917488418166,0.07884222922346847,0.6128111257717604,0.6071661545864036,0.7501064657001645,0.19464434228253547,0.20650617301708446,10.413858889890463,0.2526530761898333,0.17998995562358128
2,1.4639755692395686,3.3275424920936065,8.640118384723241,0.3660144185141105,5.01983543686373,0,0,0,0,0,0,14.536189405436081,13.728349998874474,2.4695087924090786,0.11069043841747182,0.7988730126611926,0.9765930339857006,0.12979182696529107,-0.9063439643911453,-0.7288464967328655,2.961683948585802,0.1459646186258713,0.2187946141901404
3,4.186323204811992,4.197361082227984,6.370745908425088,7.125795387718622,1.6787093312440675,0,0,0,0,0,0,9.258967212642379,9.942844395621897,2.571162963122383,0.02458984849838361,0.9009389369396011,0.8257519110835282,0.5489934351972463,0.04008749863265493,0.27697046449637885,8.0658486608578,0.2304208410236846,0.28222397415208134
4,3.6517331869332983,8.87935484037617,4.700801922755387,0.8185003377343617,6.37562891433577,0,0,0,0,0,0,23.51330435995986,24.320764214299263,2.7187900461764647,0.10737183943088746,0.6123061829798666,0.4196201946669811,0.18080198825625846,0.091137654054954,0.276417960719484,0.3200371195944977,0.05477013559944857,0.15905233207811528
5,3.533811001866852,4.573190105193111,4.296623213433408,4.250512568781985,1.3462991423016737,0,0,0,0,0,0,25.099007212284214,25.970821488872655,2.6127807580658744,0.13331643566776286,0.7190431656179226,0.9191253643999466,0.5018099496552515,-2.0675846774047617,-2.031144609920478,11.493889663587042,0.12349277160231797,0.13472948005163393
6,7.84330798705826,5.744848494355285,5.973768162667666,2.608570688541895,7.057138784211325,0,0,0,0,0,0,3.615664022022199,3.5398317274556153,2.155584633481417,0.18494475384183223,0.7770295378016296,0.7030663514731168,0.21909651556660711,-2.428442849498383,-2.334550218547678,3.626071256321818,0.27344481389586095,0.1137702479999658
7,6.857990927884098,4.86833987123575,4.841352799243281,6.003426477379183,3.478890635341628,0,0,0,0,0,0,20.779950756286755,19.985124119848486,2.34112888560973,0.2228466341182887,0.608765047951255,0.29760679430904435,0.4384895514737031,0.24236089852696585,0.33943048770776807,1.9963014714455234,0.26150554803628995,0.1625309276106331
8,6.281172291386847,5.002717210551905,5.905343332291304,0.7527111009395601,6.495134374829621,0,0,0,0,0,0,6.516529153961255,7.349349216497881,2.6954654905532918,0.17356497052810838,0.9279784403561466,0.8500598928799952,0.5427029480597323,-3.1711381797147493,-2.9751659482624997,11.340742231773556,0.17936112629265272,0.21392029090837333
9,5.832013312187164,7.882918382788611,4.2841107783951395,7.4023348423220705,3.9313411374206746,0,0,0,0,0,0,27.288110686344943,27.916792503446104,2.5079775019995494,0.21348849818926766,0.6739892166505308,0.4134080033336124,0.5525328305608687,-1.9183092806956377,-1.9166103122485472,3.350197169958842,0.15496722393864124,0.07454064349936494
10,1.303316026338675,3.368911471702636,5.875879127135941,1.6190513655923726,1.6300155525996651,0,0,0,0,0,0,6.906489561699841,7.536535952975955,2.7971936919900515,0.1752333216526577,0.8454630208970637,0.6330961800391655,0.6123532445641007,3.2692615233443334,3.34410958277557,11.563656487700982,0.19437936158202201,0.11673803834271443
11,2.2754640782676416,5.47102048791329,7.679685989353925,7.3806433651130705,2.3213408600820675,0,0,0,0,0,0,9.611635983429558,9.60278936658386,2.1857805618475625,0.018455412311326844,0.8388353665647035,0.3563821182575103,0.4923251476847457,0.2790090194734476,0.3490269517530473,5.651681085509427,0.19822872735418545,0.28277382508509397
12,7.556204698775149,3.7540434456265683,7.852177562047371,5.5980200860295515,1.0289139709762714,0,0,0,0,0,0,11.697565238414748,11.25856471928396,2.6631212307079997,0.18943855288946426,0.6261694343480324,0.7923007155959785,0.6202370863903245,-0.4578077476693001,-0.2133242634535023,1.064210918687435,0.12196394689019069,0.20804953993827235
13,7.751064579304819,5.552000035237608,7.6617996464693165,3.174625043416355,6.654535393360185,0,0,0,0,0,0,10.715129486840734,11.537491889978028,2.76286763153719,0.27708768218340396,0.9865654029832965,0.9262787998289751,0.6810851687247895,-2.1802781484985467,-1.9960718504537962,10.085234491339715,0.26781625223183797,0.14716115561805126
