index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc
0,7.121058146951421,8.106844730037658,8.468692283694141,2.906250495838977,5.431054807006103,0,0,20.926183826948332,21.045275049061686,2.2328339232858236,0.20870185567416893,0.9885305286320625,0.39098299083558397,0.11020296186885813,-1.7293719604073625,-1.5734762639857585,0.056519470277544934,0.14711484640855843,0.18564669703139164
1,4.543371774620087,5.948555971083991,5.0857933246325056,2.9292394191899684,4.838130746610048,0,0,26.006824693493293,26.009147730363733,2.671258501740612,0.18168135793004772,0.6181869509992507,0.4476154872545175,0.28411939274910003,2.9801801155278884,3.1805633123851154,0.4838936600266934,0.2563692525726578,0.11423901234953547
2,7.008054638163327,6.075965539055826,4.588588312774068,7.614816339934446,5.692972235863108,0,0,27.96032467246865,28.075201867914387,2.7460904158141997,0.09736752928879604,0.9803105905059513,0.35032853961023025,0.14793557166119062,1.584756642654817,1.7591341853181577,0.6958944781184647,0.07360136708175088,0.28905784889182484
3,1.2980273620001228,7.886251007396776,8.252075258930367,4.137338983003138,6.9874978509867445,0,0,19.63260123027481,19.705613499844326,2.7199988213756123,0.13381836869754138,0.7201084140184224,0.5053462385470386,0.5456766266454444,3.1976595111724597,3.3386893857195297,0.8183732823632807,0.14493321520503627,0.2507429202905609
4,2.7627062364569603,8.531780872010636,6.2667928986075685,2.620466308718284,0.6125612776333231,0,0,21.34676330951975,20.840843498422593,2.5405408451329334,0.2909315191918172,0.9662673190342885,0.7402573169935751,0.10090248844862355,0.39214369366196866,0.4116702114447604,0.16166936042742094,0.23281795483453593,0.20775277762730143
5,1.5810545009553019,5.73596395875793,8.375784247601558,1.9001602587498445,6.938505876920215,0,0,28.834954507615706,29.780993334241376,2.2649691117162676,0.2753925671638437,0.847845345226099,0.5407862329504857,0.7292636716942399,1.2890712430097215,1.4107077276868873,0.1860073318247443,0.22479086302033496,0.15163798615467672
6,7.8600910302499845,3.622126863713347,5.160659825199531,3.430868519523103,1.5096720486186377,0,0,2.720616597648708,3.45638052351706,2.3124447912407864,0.2045620136038715,0.6763687027841586,0.7543983162053848,0.4443940304479731,3.7357021775030788,3.9488585777888567,0.5392772297382615,0.152552508852214,0.10695848715674074
7,3.3552954876262366,7.582276991563039,6.130001189656395,7.951037527970296,0.7013785505227823,0,0,16.013062361245854,16.50390500859792,2.7681701091853963,0.01893359366118701,0.6816593453024145,0.6738156751512004,0.7687372437541629,1.7503074463768726,1.9230222255844962,0.12777322076042094,0.11020281568023353,0.22028636644810318
8,3.7049214594999604,7.1013593885838135,5.010846384315813,6.012383971629419,0.654381789216604,0,0,9.545305523648956,10.223544565711277,2.5107449064562615,0.041712686601785655,0.8550928669907913,0.3903842884853129,0.47445192494009547,-0.6346236490303538,-0.46710303200225545,0.5896064037264631,0.05872316100248276,0.22133277325387618
9,7.652177945933535,7.596045293467199,8.823569016265152,3.5182027115983763,0.29329114057565625,0,0,14.404130869087156,13.832103684361607,2.3182393608856904,0.1460496556498447,0.9365669439483912,0.7230376317269489,0.43698532624320646,-2.0832576163215277,-1.8517458945576672,0.42079792350384004,0.22100429879816114,0.11033885019655522
10,3.482989026560381,8.592413375891491,8.669412152355882,3.874400287406198,0.20728292413434973,0,0,6.322959022609703,6.769288542582962,2.1748028618405537,0.1375963601681463,0.8858108388769605,0.24008677578910978,0.7948915027010822,-2.5720047984901147,-2.4928628692088117,0.7405233426278875,0.2452224577140194,0.19164003256237672
11,7.33053282625138,8.570465972618116,8.79572947347106,6.749163025249688,5.4524228042961145,0,0,13.569866572518738,13.566131050869936,2.1992617831231116,0.055777837907890114,0.8879526926728014,0.12219074298536575,0.2019167280883692,3.5626686067147704,3.7960788680441446,0.09923555348177077,0.24326542102232124,0.24191656582572812
12,7.088356309353621,7.916621334248805,4.857223598799495,4.849478535997866,1.8663173721351838,0,0,6.213313242798797,6.756490592989207,2.6087010105317328,0.2859327446542842,0.7507995869520138,0.2538424426794422,0.731941458842415,-3.242371454486765,-3.2383055626174553,0.5498443164846012,0.12924723233393703,0.2495893638217263
13,0.7194853227679612,6.583224557667625,4.429495116127997,0.17473912136399317,3.4761972904941176,0,0,4.337832182864962,3.365078859806264,2.7178471661415804,0.13362911456074736,0.9552401039088938,0.18071179395315853,0.1709036266609687,1.941590115071767,2.0389674474581163,0.13958181566510908,0.07695019469812854,0.20132559658696075
14,0.8473289749080883,8.53737075748552,8.582148577352257,4.53154624175627,3.8963267454180026,0,0,27.6739305023487,27.586844728342935,2.3074722714401177,0.02886686738978065,0.8919237522360135,0.2989372588310204,0.1455155770679717,-3.3399201975225683,-3.234446982337316,0.3480329246207601,0.1524170603094701,0.23967463100984326
15,2.4710456318492366,7.92388294835242,7.955903179627259,2.2475005122445615,1.8004402526245546,0,0,23.99339714783984,24.13667375597825,2.175987039934774,0.2741794148957711,0.7531483525680518,0.6012421089017373,0.46900063293297123,-1.433091954196902,-1.2687635355491527,0.09027045206387027,0.2821344689213503,0.2576400507899077
16,0.4904550779170378,7.42887770189189,4.457244268721513,5.6254931464288225,0.4714226871333035,0,0,23.857776665644725,24.491894521926355,2.30704577882693,0.0031878208189787746,0.9086390116303279,0.48309798338352006,0.43652822682239434,-1.7826298836516663,-1.626582592192714,0.9074607809848185,0.05255963092478916,0.10312954215491452
17,1.5982845858923393,6.921604716791466,6.696395507334663,5.377854781026098,7.0872206379681835,0,0,17.466946482719546,17.616521810560688,2.2453923997299507,0.256283303913994,0.9394969447116844,0.22165910449583817,0.7629701068183117,-0.3639817099378244,-0.21961158934444375,0.9729210997303518,0.054906856948277294,0.2671783329406442
18,6.623122063960801,4.5785241248217545,7.186267481133297,3.674962802026641,0.8650121823805117,0,0,16.495264919013483,15.732307189956598,2.371102594578853,0.07462359596627038,0.7724519688143997,0.16454169298435775,0.6904537433531829,-2.9023162508644944,-2.6693467171223597,0.5781652376597396,0.1699178308928998,0.21242585281371335
19,1.1644251880387795,4.134408832484332,7.534619870378849,7.645911743903695,3.743148948617138,0,0,13.913368132266852,14.74146782314128,2.373368150776576,0.25376140031830097,0.8531902395864701,0.5493692243180562,0.2034493503267749,2.239180234994051,2.4344926553639765,0.5285833036213374,0.28601553461811097,0.2476850975062514
20,0.09244210736836173,4.050199496742118,8.338153371759995,4.228189982857576,1.4835801103142496,0,0,8.502643237556466,8.851861141379977,2.1890877631739096,0.028281360090936562,0.7592036642458442,0.4075802490102467,0.6603579753979071,1.5159543549732692,1.747279167730692,0.8500532910997155,0.18371391245187185,0.08162693556157093
