index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc
0,4.367588252657349,6.460674956159626,7.372143069075344,4.763605307397087,1.7597790592963913,0,0,0,0,0,0,10.829796679846782,10.05665080626868,2.371230009078971,0.27878311618976653,0.8328107596636295,0.6835441995243151,0.6100069768982408,-3.041939235330944,-2.998642169240567,2.548222459347493,0.09013872336014668,0.20325976560756137,0.21126717413456603
1,6.2120657758941284,6.87568120150989,5.242417822796877,4.122083689523195,0.9873748704495999,0,0,0,0,0,0,13.659936659724794,13.993177002358745,2.259824347170048,0.14503122429669987,0.8783951466672657,0.3030714565879665,0.6724145421946925,0.8593600913305748,1.0193803485307606,5.736784172702028,0.03329166803543443,0.10295260991023762,0.29802227263253
2,2.6147336124150264,3.232221486415035,8.733575535439023,7.865771942406542,2.3858635037203637,0,0,0,0,0,0,16.23386745393487,17.06518381328146,2.308114476152643,0.13314104602302784,0.9212336322156005,0.4280889035026213,0.5354953027382502,3.5313956252447545,3.7442701226972344,2.920024700562579,0.053579894147017665,0.2871516239773436,0.08842024478877164
3,1.4607807338128773,6.013790009435745,5.454827288651584,2.1143188265372155,3.371862504112667,0,0,0,0,0,0,12.504434484664896,12.295078442684988,2.3570994978184463,0.046519105180318286,0.7060581966338364,0.670853897800373,0.39618597249551685,-0.25770983931455804,-0.17492995215071858,5.6523582143568305,0.1229948839548843,0.22135331801185437,0.25691239668631205
4,1.203509681103924,7.724178369100074,6.586371966205762,7.607633168947524,7.4766255897338185,0,0,0,0,0,0,2.422077449274098,2.2900685147485147,2.527398522940216,0.05953271533105759,0.9243209198383042,0.1645171951467248,0.1010532117949644,-0.7032438902093241,-0.6222437720809083,6.31892763243695,0.40718965992147743,0.28582713365856227,0.27754022286635277
5,6.847920754100129,3.6471016107099556,7.112564876577256,4.5127507662328625,6.978384295996843,0,0,0,0,0,0,2.5750840270495234,3.5285046749343136,2.673147342762379,0.041820469543030904,0.6745513887292219,0.5621901016640214,0.5700708296027872,-1.9482587063024999,-1.8903513804969274,4.453780971790554,0.4337212406511344,0.1427295790790688,0.2532191085499149
6,1.4769372347967955,6.473383588333905,6.777376663242888,5.328171381197677,4.485364096585581,0,0,0,0,0,0,21.59113621091732,20.92674917218517,2.7670675735761083,0.2667204414794839,0.9859328216815801,0.9279795015745503,0.3899248964264282,0.18389549016759688,0.2079267970847524,6.285874465747452,0.06190121354922471,0.1834043947897897,0.19549622842162123
7,7.024029304493749,3.0730262397495247,7.65663914972801,1.0171146030454565,1.7440848132818703,0,0,0,0,0,0,14.141454956256458,13.269477934726755,2.555927484929657,0.01722832363206327,0.7675459642905031,0.8514825430369777,0.6790681438431357,0.6039119451546053,0.6714925349340585,2.900957828603463,0.024842371608283703,0.25585121717655784,0.23305382188884788
8,2.8250058508800833,6.138788083076023,5.086500807276604,1.193074088296537,4.25896073612144,0,0,0,0,0,0,21.321396133117098,21.07459796835882,2.36069003561422,0.21143774003188234,0.8128178107332797,0.7760193734687135,0.08746388400845045,-0.08202630639960251,0.04022875986773493,11.83268044402946,0.008945993089625875,0.13927235812042227,0.14808740529801168
9,1.3233597585697783,4.766605190712452,4.50220752791651,6.421130597376589,3.27796611163254,0,0,0,0,0,0,12.625951622951847,13.619300428679399,2.261163313746524,0.10393834948599144,0.6053441664224706,0.15194168948300268,0.1039332535860206,2.9677477376654284,3.1475838673456007,3.109929822716429,0.037146869281819234,0.12025815578671958,0.2643432829446562
