index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc
0,4.725021961254227,4.391286481202137,8.304005443506643,7.375280210486577,1.6974983499155987,0,0,20.163142352173782,19.21283828715079,2.1640059595405385,0.10408202481614666,0.918544777433595,0.8758806607486954,0.5800735501692745,-0.978961616348963,-0.9079685339744153,0.18452258138813366,0.054328278464486304
1,7.879560012216854,4.296579373814655,3.8487539137818896,4.644152587890493,3.1515624998932963,0,0,7.358703924957976,7.055161680168338,2.3664788760186384,0.23613800915731295,0.7343899922910044,0.8418619277434578,0.2435537937974535,1.4223766532653395,1.4866590687211234,0.05687185557130331,0.23756353655376272
2,6.131616150407278,4.896023302629474,3.57144480123209,2.271084841199297,6.852064494187763,0,0,29.041356681522384,28.062584780743478,2.386786182790165,0.14908940968081624,0.8371659921245479,0.28721040710219503,0.7996253516294796,0.23069198650772726,0.3934153123121925,0.22498462231746513,0.2578196584670072
3,4.957924527640603,4.793558369785914,6.12640698211565,5.830115883931825,1.1348064503969884,0,0,6.594421713582224,6.397427127155735,2.432214414015394,0.213205375393002,0.7897758541500404,0.7289442622781878,0.07343122733418199,2.7654047670440844,2.9563870483577652,0.25713994386670247,0.21065089467574882
4,6.613738484077767,3.516987551226477,3.4731587974853992,2.4340904606055247,2.022475759346005,0,0,3.3789632527818996,3.7550661719784015,2.307341241302408,0.18686992932090823,0.821173831942222,0.9676438828885644,0.23658076013839496,2.9595957490237508,3.1442070156041053,0.11761569297331056,0.29619017105201445
5,1.0488338227209173,4.824103314864301,3.9953936555327525,4.626723701769091,5.648159088023992,0,0,5.954847743677239,6.044789118518552,2.2178834626658164,0.1538285159161897,0.9448727886052635,0.5560511220088119,0.6765266951961841,1.0076897890304384,1.1636902301602647,0.29779954245927226,0.2687224869666012
6,1.5309027175588266,7.37133606604478,6.133594086516837,5.559780308498665,2.995751095249463,0,0,10.376035464792832,10.366897622772216,2.214422407550967,0.1849493379248726,0.6592315557167678,0.18830250607324944,0.26367087600802114,3.3771938058449917,3.56219709780795,0.1351313010285276,0.07375182036105507
7,4.5676912631449795,6.767375235318019,4.786755161405506,5.70218492903432,6.819621409513251,0,0,27.79307263975222,28.30955100279562,2.3396001307224172,0.21963813541011873,0.8138365361680042,0.8875975262291745,0.3164263921321162,-3.3374409591005545,-3.240371212866624,0.171065674220905,0.1539643132179542
8,7.29561103325165,5.621271592214239,7.3521675256086,1.2674610687632923,4.948913556302328,0,0,4.657350873336689,5.628174261480573,2.4788258935268117,0.03554698685941516,0.9274730155795217,0.13824869061975606,0.6975493418674951,-0.4639160517967511,-0.32162197006017157,0.23420469484451567,0.13774362774208457
9,4.201395343421207,4.836727000258945,6.310329372386988,2.7661557956487424,1.3683997283297353,0,0,24.397275677414314,24.306165053340457,2.478472464855949,0.22342532517683342,0.6417835013155425,0.22932332621386806,0.17164670650006675,2.179012436030537,2.1939304963496458,0.1641855035172945,0.2317982157782274
10,1.5039651054927745,4.04203532765588,3.9994701718125514,2.555583047442547,0.6772386480410125,0,0,23.00317208380909,22.076160283261864,2.7647483430725135,0.06702053121552048,0.9522116465556425,0.8368601061231355,0.6399111666307116,3.7242245477159717,3.87091319810695,0.0578970823250778,0.1940474435991391
11,6.050799370509959,6.098890068126929,7.195321538125775,1.210876420797316,4.732695562205266,0,0,28.66031496179703,29.450189761728787,2.63844780736941,0.1513008036792749,0.8771899663129434,0.9309190262943906,0.3657274746348314,0.8978030294729056,1.0241026429135083,0.16739560752959895,0.24657082022234916
12,6.764471802963465,4.115913163278785,8.890428496444157,2.393594832357092,4.979266604142937,0,0,17.433186104820486,17.57472520296674,2.3609034761855416,0.28838957309059815,0.6256718381492875,0.3619223129277469,0.4936275894475081,-0.5300587364026836,-0.41817837886998177,0.12405128864925469,0.1695265987336998
13,7.539364421706114,8.177355796373204,5.4853309551356215,3.926649122312704,0.057463630304029865,0,0,11.74923859641615,12.563949985003507,2.2768601110175952,0.017757007929923754,0.8902697235300319,0.9536292051689658,0.7049996826088298,3.1511960304564406,3.162578202131659,0.10691963463375351,0.12322073141767047
14,0.8745251476038446,8.54886789364704,6.779758570069937,1.9757050846205457,1.2227172713899435,0,0,22.359758455749102,22.301365007788842,2.410713027539514,0.22851931280717983,0.7058392752816154,0.8072495931732173,0.548952497116899,0.18724461757180233,0.206319116036299,0.1154714245927402,0.08466832386044686
